sampno,total_num_pev,total_num_bev,flag_company_charging,primary_chargeloc_14,primary_chargeloc_17,primary_chargeloc_24,primary_chargeloc_27,primary_chargeloc_34,primary_chargeloc_37,primary_chargeloc_44,primary_chargeloc_47,primary_chargetech_14,primary_chargetech_17,primary_chargetech_24,primary_chargetech_27,primary_chargetech_34,primary_chargetech_37,primary_chargetech_44,primary_chargetech_47,plug_freq_14,plug_freq_17,plug_freq_24,plug_freq_27,plug_freq_34,plug_freq_37,plug_freq_44,plug_freq_47,chargetime_day_14_1,chargetime_day_17_1,chargetime_day_24_1,chargetime_day_27_1,chargetime_day_34_1,chargetime_day_37_1,chargetime_day_44_1,chargetime_day_47_1,chargetime_day_14_2,chargetime_day_17_2,chargetime_day_24_2,chargetime_day_27_2,chargetime_day_34_2,chargetime_day_37_2,chargetime_day_44_2,chargetime_day_47_2,chargetime_day_14_3,chargetime_day_17_3,chargetime_day_24_3,chargetime_day_27_3,chargetime_day_34_3,chargetime_day_37_3,chargetime_day_44_3,chargetime_day_47_3,chargetime_day_14_4,chargetime_day_17_4,chargetime_day_24_4,chargetime_day_27_4,chargetime_day_34_4,chargetime_day_37_4,chargetime_day_44_4,chargetime_day_47_4,chargetime_weekend_14,chargetime_weekend_17,chargetime_weekend_24,chargetime_weekend_27,chargetime_weekend_34,chargetime_weekend_37,chargetime_weekend_44,chargetime_weekend_47,chargetime_weekend_time_14_1,chargetime_weekend_time_17_1,chargetime_weekend_time_24_1,chargetime_weekend_time_27_1,chargetime_weekend_time_34_1,chargetime_weekend_time_37_1,chargetime_weekend_time_44_1,chargetime_weekend_time_47_1,chargetime_weekend_time_14_2,chargetime_weekend_time_17_2,chargetime_weekend_time_24_2,chargetime_weekend_time_27_2,chargetime_weekend_time_34_2,chargetime_weekend_time_37_2,chargetime_weekend_time_44_2,chargetime_weekend_time_47_2,chargetime_weekend_time_14_3,chargetime_weekend_time_17_3,chargetime_weekend_time_24_3,chargetime_weekend_time_27_3,chargetime_weekend_time_34_3,chargetime_weekend_time_37_3,chargetime_weekend_time_44_3,chargetime_weekend_time_47_3,chargetime_weekend_time_14_4,chargetime_weekend_time_17_4,chargetime_weekend_time_24_4,chargetime_weekend_time_27_4,chargetime_weekend_time_34_4,chargetime_weekend_time_37_4,chargetime_weekend_time_44_4,chargetime_weekend_time_47_4,electricity_rate,electricity_rate_1_x,rate_source,variable_rates,offsite_chargeloc_14,offsite_chargeloc_17,offsite_chargeloc_24,offsite_chargeloc_27,offsite_chargeloc_34,offsite_chargeloc_37,offsite_chargeloc_44,offsite_chargeloc_47,home_upgrade,home_upgrade_5_x,home_pay,incentive_importance_1,incentive_importance_2,incentive_importance_3,incentive_importance_4,incentive_importance_5,incentive_importance_6,incentive_importance_7,incentive_importance_8,pev_experience
191239,0,2,1, , , ,3, , , , , , , ,2, , , , , , , ,4, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , ,2, , , , , , ,2, , , , , , , ,4,4,4,7,3,7,5,7,7
191221,0,1,1, , , ,3, , , , , , , , , , , , , , , ,4, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , ,2, , , , , , ,2, , , , , , , ,5,5,5,5,5,7,5,7,5
191316,0,2,1, ,3, ,3, , , , , ,2, ,2, , , , , ,5, ,5, , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,1, ,1, , , , , ,3, ,3, , , , , ,0, ,0, , , , , ,0, ,0, , , , , ,0, ,0, , , , , ,1, ,1, , , , ,2, , , , ,3, ,3, , , , ,1, ,1,5,5,5,5,5,5,5,7,7
191318,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2, ,3,5,5,5,4,7,1,5,7,4
191335,0,1,1, , , ,3, , , , , , , ,2, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , ,2, , , , , , ,2, , , , , , , ,4,5,7,4,5,2,4,7,7
191347,1,1,1,3, , ,1, , , , ,1, , ,1, , , , ,2, , ,4, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1, , ,1, , , , ,1, , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , ,2, , , ,1, , , , , , , ,3, ,2,4,2,4,4,3,3,4,3,6
191649,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,4, ,3,3,3,3,3,3,3,3,3,4
191662,0,3,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,21,1,1, ,1, ,1, , , , ,3, ,1,4,4,4,1,4,1,5,7,7
191506,0,1,1, ,3, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,3, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,1,0,1,3, ,3, , , , , , ,3, ,2,5,5,5,5,5,2,5,3,6
191523,1,0,1,3, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, , , ,3, , , , , , , ,4, ,2,3,3,3,3,3,3,4,3,4
191769,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,2, ,3,5,5,5,5,5,5,5,5,7
191798,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,4, ,3,2,7,7,7,7,7,3,7,5
191808,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,3, ,2,6,5,5,5,5,1,5,6,5
191879,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,2, ,3,5,5,5,3,6,7,5,7,4
192005,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , ,1,1,1,1,1,1,5,1,4
192057,0,1,1, ,1, , , , , , , , , , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,1,18,2,1, , , , , , , , , , , ,2,2,2,2,1,7,2,1,5
192084,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1,1,1,1,1,1,1,4
192085,1,0,1,3, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, , , , , , , ,1, ,1,4,5,5,4,4,4,5,6,7
192086,1,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, , , , , , , ,4, ,2,5,5,5,5,5,1,5,1,4
192090,1,0,1,3, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , ,1, , , , , , , ,1, ,1,5,5,5,5,5,1,5,1,7
192028,1,0,1,1, , , , , , , , , , , , , , , ,3, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , , , , , , , , ,4,3,4,3,1,1,3,1,6
192034,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,4,5,4,5,4,2,5,7,7
192119,0,2,1, ,3, ,3, , , , , , , , , , , , , ,3, ,3, , , , , ,0, ,0, , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,0, ,0, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,3, ,3, , , , ,2, ,2,5,5,5,2,1,1,5,1,7
192128,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , ,3,3,2,3,6,7,4,7,7
192129,0,1,1, , , ,1, , , , , , , , , , , , , , , ,4, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , ,2, , , , , , , , , , , , , , ,5,5,5,5,7,7,5,7,7
192215,1,0,1,1, , , , , , , , , , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , , ,3, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,2, , , , , , , , , , , , , , ,5,5,5,5,5,1,5,1,5
190307,0,140,1, ,3, ,3, , , , , , , , , , , , , ,5, ,3, , , , , ,0, ,0, , , , , ,0, ,1, , , , , ,0, ,0, , , , , ,1, ,0, , , , , ,3, ,3, , , , , ,1, ,0, , , , , ,1, ,0, , , , , ,0, ,1, , , , , ,0, ,1, , , , ,1,32,3,1, ,1, ,1, , , , ,1, ,1,5,5,5,7,4,6,5,6,7
190960,0,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,5,free supercharging,2,5,5,5,3,2,1,4,1,7
191053,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,4, ,2,5,5,5,7,7,6,5,7,7
191192,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,2, ,3,3,3,3,7,1,2,3,7,7
192089,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,4, ,2,1,1,1,1,1,1,1,1,6
190443,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,4, ,1,4,7,4,4,1,7,4,7,5
190806,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3, ,2,3,3,3,2,1,1,1,1,6
190826,1,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, , , , , , , ,4, ,1,4,4,4,3,4,2,4,7,5
190957,2,1,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , ,5,1, , , , ,6, ,4,4,4,5,3,5,6,5,7,5
191004,0,1,1, ,1, , , , , , , , , , , , , , , ,4, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,3, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,2, , , , , , , , , , , , , , ,5,5,5,4,3,4,3,5,7
191119,0,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, ,1,5,5,5,3,4,7,5,7,4
191802,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,1,4,4,4,3,2,1,5,7,7
190256,9,6,1,3,3,3,3, , , , ,1,1,1,1, , , , ,4,4,4,4, , , , ,0,0,0,0, , , , ,0,0,0,0, , , , ,0,0,0,0, , , , ,1,1,1,1, , , , ,2,2,2,2, , , , ,0,0,0,0, , , , ,0,0,0,0, , , , ,0,0,0,0, , , , ,1,1,1,1, , , , ,2, , , ,5,5,5,5, , , , , , , ,6,6,6,6,6,6,5,6,5
190263,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,3, ,2,4,4,4,2,1,1,2,1,5
190706,1,2,1, ,1,1, , , , , , , , , , , , , , ,2,2, , , , , , ,1,1, , , , , , ,1,1, , , , , , ,0,0, , , , , , ,0,0, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , ,6,6,6,6,7,6,2,2,4
190790,0,1,1, , , ,1, , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , ,2, , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,4
190662,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,3, ,2,5,4,5,1,3,1,3,1,7
190987,0,1,1, ,1, , , , , , , , , , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,2, , , , , , , , , , , , , , ,6,5,5,6,6,6,5,6,5
190928,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,6, ,3,5,5,5,5,5,5,5,5,5
191675,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,6, ,2,5,5,6,6,6,6,5,6,5
191771,0,2,1, ,3, , , , , , , ,2, , , , , , , ,4, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,2, , , , ,3, , , , , , ,1, ,1,5,5,5,5,5,5,5,1,7
192144,0,1,1, ,1, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,3, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , ,2, , , , , , , , , , , , , , ,6,6,6,6,6,6,6,6,4
192163,0,30,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,4,5,4,5,5,5,5,4,4
190010,50,0,1, , ,1, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,1,850,2,1, , , , , , , , , , , ,4,4,4,4,4,4,4,2,2
190044,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,3, ,2,5,5,5,3,4,6,5,7,5
190168,1,0,1,1, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,2, , , , , , , , , , , , , , ,4,6,3,3,3,1,3,1,5
190180,2,0,1,3, , , , , , , , , , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , , ,2, , , ,1, , , , , , , ,2, ,2,3,3,3,7,2,7,5,7,7
190463,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, ,2,4,4,4,3,2,1,4,1,4
190510,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3, ,2,5,5,5,5,5,1,5,4,7
190699,0,1,1, ,3, , , , , , , , , , , , , , , ,3, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , ,2, , , , ,3, , , , , , ,4, ,2,3,3,2,4,1,2,1,1,5
190815,0,2,1, ,1, , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , ,2, , , , , , , , , , , , , , ,1,3,3,1,1,1,3,1,7
190964,0,1,1, ,1, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,2, , , , , , , , , , , , , , ,5,5,5,1,1,1,5,1,7
191064,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,1, ,3,5,5,5,5,7,7,5,7,7
191770,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,4, ,2,4,3,3,3,2,1,5,7,7
191923,3,0,1,1, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1,18,3,1, , , , , , , , , , , ,3,3,3,1,1,1,1,1,7
192105,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,4, ,4,6,7,6,6,2,6,6,7,6
192027,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,3, ,2,5,5,5,2,6,6,5,7,4
190047,10,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,1,5,4,3,4,3,5,3,5,5
190736,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2, ,2,5,5,5,5,7,7,3,7,5
190607,3,0,1,1, ,1, , , , , , , , , , , , , ,3, ,3, , , , , ,1, ,0, , , , , ,0, ,1, , , , , ,0, ,0, , , , , ,0, ,0, , , , , ,2, ,2, , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,0, ,0, , , , , ,0, ,0, , , , , ,2, , , , , , , , , , , , , , ,2,2,2,6,7,6,6,7,4
190637,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,4, ,2,6,4,4,4,6,7,7,7,5
190914,0,1,1, ,1, , , , , , , ,2, , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,1,13,1,1, , , , , , , , , , , ,5,5,5,3,2,1,4,1,7
191059,0,1,1, , , ,1, , , , , , , , , , , , , , , ,4, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , ,2, , , , , , , , , , , , , , ,3,5,4,3,7,7,3,7,5
192256,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,6, ,4,6,6,5,6,6,6,4,6,7
191325,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2, ,1,1,5,1,1,1,5,5,1,7
191338,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,3, ,3,5,5,5,5,5,1,1,1,7
191339,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3, ,3,5,5,5,5,5,1,1,1,7
191464,0,2,1, ,1, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , ,2, , , , , , , , , , , , , , ,3,3,3,4,3,7,3,7,7
191395,0,2,1, ,1, , , , , , , , , , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , ,1,20,2,1, , , , , , , , , , , ,1,2,2,1,1,1,2,1,7
191418,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, ,2,5,5,5,5,7,7,2,7,5
191524,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,4, ,1,1,2,2,2,3,1,2,2,4
191799,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,3, ,2,6,5,5,6,7,7,7,7,4
192054,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4, ,1,5,5,5,5,7,7,5,7,5
192096,2,0,1,3, , , , , , , ,2, , , , , , , ,4, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , ,5, , , , , , , , , , ,5,5,5,5,3,3,3,6,4
192025,0,1,1, , , ,1, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , ,1,0,1,1, , , , , , , , , , , ,7,7,4,3,1,7,3,7,7
