sampno,vehno,year,make,model,fuel,veh_type,pev_miles_week,pev_miles_month,phev_percent,battery_miles,recharge_amount,home_charge,home_charge_type_1,home_charge_type_2,home_charge_type_3,home_charge_type_4,home_charge_type_5,home_charge_type_6,home_charge_type_7,home_charge_type_8,home_charge_type_8_x,home_charge_type_no_1,home_charge_type_no_2,home_charge_type_no_3,home_charge_type_no_4,home_charge_type_no_5,home_charge_type_no_6,home_charge_type_no_7,home_charge_type_no_8,home_charge_type_no_8_x,charging_tech_1_1,charging_tech_2_1,charging_tech_3_1,charging_tech_4_1,charging_tech_5_1,charging_tech_6_1,charging_tech_7_1,charging_tech_8_1,charging_tech_1_2,charging_tech_2_2,charging_tech_3_2,charging_tech_4_2,charging_tech_5_2,charging_tech_6_2,charging_tech_7_2,charging_tech_8_2,charging_tech_1_3,charging_tech_2_3,charging_tech_3_3,charging_tech_4_3,charging_tech_5_3,charging_tech_6_3,charging_tech_7_3,charging_tech_8_3,primary_charge,electric_expense,electric_expense_7_x,upgrade_cost,weekday_charging_1,weekday_charging_2,weekday_charging_3,weekday_charging_4,weekend_charging_1,weekend_charging_2,weekend_charging_3,weekend_charging_4,variable_rates,variable_rates_usage,ev_rate,charge_cost,determine_cost,home_importance,park_work_school,recharge_stations_1,recharge_stations_2,recharge_stations_3,recharge_stations_4,recharge_stations_5,recharge_stations_6,charging_freq_1,charging_freq_2,charging_freq_3,charging_freq_4,charging_freq_5,charging_freq_6,work_school_importance_1,work_school_importance_2,public_availability,public_distance,public_distance_1_x,public_distance_2_x,public_use,public_type_1,public_type_2,public_type_3,public_type_4,public_type_4_x,public_wait,public_importance,pev_compare_cost,pev_cost_importance,pev_incentives_1,pev_incentives_2,pev_incentives_3,pev_incentives_4,pev_incentives_5,pev_incentives_6,pev_incentives_7,pev_experience,pev_recommend,pev_confidence,pev_confidence_4_x
194037,6,2019,CHEVROLET,,5,2,300, , ,200,3,1,0,0,1,1,0,0,0,0, , , , , , , , , , , , ,0,0, , , , , , ,1,1, , , , , , ,0,0, , , , ,4,1, ,500,1,1,3,3,1,1,3,3,1,1,3,5,1,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,5, ,0, , , , , , ,2,1,5,2,5,5,2,7,7,5,7,5, , 
194038,1,2015,CHEVROLET,,3,2,250, ,10,40, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,0, , ,0, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,4,2, ,900,2,4,2,5,4,4,1,4,1,1,3, , ,4,2,3,3,3,3,3,3, , , , , , , , ,3,1,3, ,0, , , , , , ,2,1,3,2,5,5,4,1,7,2,7,5, , 
194042,1,2018,HYUNDAI,,5,3,100, , ,150,5,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,2,5,5,2,1,5,5,3, ,4, , ,1,4,1,1,4,4,4,4,4,1, , , , ,4,4,3,1,2, ,1,1,0,0,0, ,3,3,1,3,5,1,5,5,1,1,1,7,5,1, 
194045,2,2015,TESLA,,5,3,250, , ,240,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,250,1,1,1,5,1,1,1,4,1,1,4,11,2,4,3,3,3,3,2,3,3, , , , , , , , ,3,1,5, ,0, , , , , , ,2,1,4,2,5,5,1,1,1,5,7,5, , 
194054,1,2017,TESLA,,5,6,170, , ,280,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,7,DO NOT USE, ,1,1,1,1,1,1,1,1,3, ,3, , ,3,3,3,3,3,3,3,3, , , , , , , , ,3,1,15, ,4,0,0,0,1,TESLA SUPERCHARGER,1,5,1,5,5,5,5,7,7,7,5,7,1, , 
194056,1,2016,FORD,,3,3, ,830,10,20, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,3,1,1,3,1,1,1, , ,5,5,4,1,1,1,4,4, ,1,1,1, , ,1,1,3,1,1, ,0, , , , , , ,1,2,4,2,3,2,2,1,1,3,6,4, , 
194059,1,2016,CHEVROLET,,3,2,50, ,0,50, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,2,1,1,1,5,1,1,4, , ,5,1, , , , , , , , , , , , , , ,3,1,4, ,0, , , , , , ,1,1,3,1,1,1,1,1,1,3,7,5, , 
194058,1,2015,NISSAN,,5,2, ,800, ,80,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1500,1,2,1,5,1,2,1,4,1,1,1,9,2,5,5,3,3,3,3,3,3, , , , , , , , ,3,2, ,10,1,0,0,1,0, ,2,2,1,3,7,7,7,7,7,6,2,7,5,1, 
194061,2,2018,TESLA,,5,3,260, , ,310,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , , ,1, ,400,1,1,1,3,1,1,1,3,1,1,1, , ,5,1, , , , , , , , , , , , , , ,2,2, ,30,0, , , , , , ,2,1,1,6,5,7,7,1,7,3,7,5,1, 
194062,1,2017,CHEVROLET,,5,2, ,600, ,230,4,1,0,0,1,1,0,0,0,0, , , , , , , , , , , , ,1,1, , , , , , ,0,0, , , , , , ,0,0, , , , ,4,6, , ,1,1,4,4,3,3,4,4,1,1,4, , ,5,4,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,5,5,5,5,1,1,1,1,7,5, , 
194077,2,2018,TOYOTA,,3,2,450, ,90,20, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,5,5,5,3,3,3,3,1,2,3, , ,2,4,4,4,4,4,4,4, , , , , , , , ,3,2, ,4,0, , , , , , ,1,1,3,2,2,4,2,2,2,5,5,4,1, 
194063,1,2019,TESLA,,5,3,250, , ,310,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,350,1,2,4,4,2,4,4,5,1,1,1, , ,5,5,2,3,2,3,3,3,1, ,4, , , ,3,3,3,1,5, ,0, , , , , , ,5,1,3,2,5,4,2,2,2,5,7,5, , 
194064,1,2011,NISSAN,,5,2, ,600, ,60,2,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,6, , ,1,1,1,3,1,1,1,2,1,1,3,10,3,5,1, , , , , , , , , , , , , , ,3,1,2, ,1,0,1,0,0, ,2,3,1,3,4,4,4,7,2,1,2,7,5, , 
194065,1,2016,FORD,,3,3, ,333,20,20, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,4,2,1,1,2,2,2,1,1,1,3, , ,4,1, , , , , , , , , , , , , , ,3,1,5, ,0, , , , , , ,1,2,4,2,4,4,7,7,7,4,6,5, , 
194070,1,2016,CHEVROLET,,3,2, ,860,5,60, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,3,3,3,1,4,2,2,1,2, ,3,16,1,5,1, , , , , , , , , , , , , , ,3,1,10, ,0, , , , , , ,1,1,3,3,3,3,3,1,1,2,7,5, , 
194066,2,2014,FORD,,3,2,50, ,40,16, ,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,1, ,200,1,1,1,3,1,1,1,3,1,1,4, , ,4,1, , , , , , , , , , , , , , ,3,2, ,15,0, , , , , , ,1,2,3,3,4,4,7,7,7,7,6,4,3, 
194068,2,2018,TESLA,,5,3, ,60, ,259,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,2000,5,5,5,5,5,5,5,5,1,2,3, , ,5,1, , , , , , , , , , , , , , ,4,1,3, ,0, , , , , , ,4,1,1,3,4,3,2,7,7,2,7,5, , 
194069,1,2019,CHEVROLET,,5,2, ,999, ,240,2,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,2, ,500,1,1,3,3,1,1,2,2,1,1,3,16,1,5,5,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,2,3,1,5,5,2,1,5,7,5, , 
194156,1,2015,VOLKSWAGEN,,5,2, ,173, ,85,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,300,1,1,4,1,1,3,3,4,1,1,1,15,2,5,5,3,1,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,3,1,4,4,5,5,6,2,7,3,7,4,1, 
194071,2,2014,BMW,,5,1,300, , ,80,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,3,4,4,1,2,3,3,1,2,3, , ,5,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,2,1,2,7,7,7,7,7,7,7,5,5, , 
194074,2,2012,TOYOTA,,5,6,525, , ,115,2,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,1200,1,1,1,5,1,1,1,5,1,1,1, , ,5,1, , , , , , , , , , , , , , ,3,1,1, ,1,0,1,0,0, ,4,3,1,2,7,7,7,7,7,7,5,7,5, , 
194076,1,2017,HYUNDAI,,3,4,150, ,20,27, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,3,4,3,3,3,3,2, ,3,11,3,2,5,2,4,4,1,4,4,3, , ,2, , ,3,2,3,1,2, ,2,0,1,0,0, ,1,3,1,3,7,5,5,3,3,1,5,7,5, , 
194078,1,2017,NISSAN,,5,2,300, , ,80,3,2, , , , , , , , , ,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,3,3,3,3,3, , , , , , , , ,3,1,1, ,30,0,1,1,0, ,2,5,3,5,6,5,5,5,1,1,5,4,4, , 
194079,1,2018,TESLA,,5,3, ,500, ,310,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,500,1,1,1,4,1,1,1,3,1,1,1, , ,5,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,2,1,4,4,5,5,2,7,1,4,7,5, , 
194080,1,2017,TOYOTA,,3,2,120, ,5,30, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,1, ,500,1,1,4,1,1,3,1,1,2, ,3,26,2,5,4,3,3,3,2,3,3, , , , , , , , ,1, , , , , , , , , , ,2,2,3,4,5,5,1,7,1,5,5,4, , 
194082,2,2016,FORD,,5,2,120, , ,70,3,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,2,3,4,2,2,2,4,1,1,4, , ,2,5,4,4,2,4,4,4, , , , , , , , ,3,1,5, ,0, , , , , , ,3,1,3,3,3,4,4,2,1,2,5,5,1, 
194083,1,2019,CHEVROLET,,5,2,350, , ,235,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,800,1,1,2,5,2,2,2,5,1,1,1,20,1,5,4,1,1,3,2,3,3,1,1, ,4, , ,1,1,3,2, ,10,0, , , , , , ,1,1,5,5,5,5,5,4,1,5,7,5, , 
194085,2,2019,HONDA,,3,3,200, ,10,50, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,5, , ,5,5,5,5,5,5,5,5,1,1,4,12,1,5,2,4,4,4,4,4,4, , , , , , , , ,1, , , , , , , , , , ,1,2,4,4,5,5,4,3,2,4,5,5, , 
194089,1,2013,TOYOTA,,3,3,100, ,90,12, ,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , ,1, ,1300,5,5,5,5,5,5,5,5,1,2,3, , ,4,1, , , , , , , , , , , , , , ,3,1,2, ,0, , , , , , ,3,1,4,3,7,7,7,7,7,2,7,5,1, 
194092,1,2019,BMW,,3,1, ,500,1,120, ,1,1,0,0,1,0,0,1,0, , , , , , , , , , ,0, , ,0, , ,0, ,1, , ,1, , ,1, ,0, , ,0, , ,0, ,4,1, ,1000,1,3,4,4,1,2,3,3,1,2,3,6,3,5,4,3,3,2,3,3,3, , , , , , , , ,1, , , , , , , , , , ,5,1,4,6,5,5,5,1,1,5,7,5, , 
194095,1,2017,FIAT,,5,1,200, , ,80,4,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,4,4, , ,1,1,1,5,1,1,1,4,1,1,1,9,3,5,5,1,3,3,3,2,3,5, , , ,1, ,3,3,3,2, ,5,0, , , , , , ,3,2,3,6,5,5,6,1,6,5,7,5, , 
194098,1,2018,NISSAN,,5,2,180, , ,140,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,400,1,1,2,2,1,1,2,2,1,1,3, , ,3,5,4,3,2,3,4,3, , , , , , , , ,3,1,6, ,4,0,0,1,0, ,2,5,1,3,6,4,4,7,7,6,5,5,5,2, 
194100,1,2018,TESLA,,5,3,150, , ,320,3,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,1500,1,2,2,2,1,2,2,2,2, ,3, , ,4,4,4,4,2,1,4,4, , ,3,1, , ,2,2,3,2, ,5,4,0,1,0,0, ,4,4,1,3,2,4,4,2,2,1,3,7,5, , 
194101,2,2018,HONDA,,3,3, ,250,20,40, ,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,1,1,1,1,1,1,1,3, ,4, , ,1,5,4,4,4,4,4,1, , , , , , , , ,3,2, ,20,0, , , , , , ,1,1,3,7,7,5,7,5,1,5,7,5, , 
194102,1,2018,TOYOTA,,3,2, ,900,70,30, ,2, , , , , , , , , ,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,4,4,4, , , , , , , , ,3,2, ,2,0, , , , , , ,2,1,3,1,4,1,2,2,1,4,5,5, , 
194106,3,2018,TESLA,,5,3,500, , ,300,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,900,4,2,1,2,5,2,1,2,1,1,3, , ,5,4,3,3,3,3,3,3, , , , , , , , ,3,2, ,17,4,0,1,0,0, ,1,3,1,4,1,5,5,1,1,1,2,7,5,2, 
194104,2,2016,VOLKSWAGEN,,5,2, ,650, ,85,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,3, , ,1,1,1,5,1,1,1,5,1,1,3, , ,5,6,3,3,3,3,3,3, , , , , , , , ,2,2, ,15,0, , , , , , ,2,1,4,7,5,5,4,7,7,4,7,5, , 
194108,2,2014,TOYOTA,,3,3,300, ,97,11, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,1,1,1,1,1,1,1,3,40,2,2,6,3,3,2,3,3,3, , , , , , , , ,4,1,1, ,0, , , , , , ,1,5,5,5,5,5,5,2,1,5,4,3,1, 
194107,1,2018,NISSAN,,5,2, ,800, ,130,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,3,1,4,1,4,1,1,1,1,1,13,1,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,2, ,4,0,0,1,0, ,2,4,1,4,4,5,5,4,3,6,4,7,5,1, 
194109,1,2012,TOYOTA,,5,6, ,650, ,115,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,4,1,1,1,4,1,1,1,13,1,4,5,3,3,3,3,3,3, , , , , , , , ,3,1,2, ,0, , , , , , ,2,1,3,1,4,4,4,1,1,2,7,3, , 
194110,4,2017,CHEVROLET,,5,2, ,800, ,220,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,300,1,1,1,2,1,1,1,2,1,1,3, , ,5,1, , , , , , , , , , , , , , ,3,1,1, ,2,0,0,1,0, ,2,2,1,2,1,5,2,3,1,1,1,7,5, , 
194116,1,2018,TESLA,,5,3,200, , ,325,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,1200,5,5,5,5,5,5,5,5,1,1,1,13,1,4,1, , , , , , , , , , , , , , ,4,1,2, ,0, , , , , , ,4,1,2,3,3,3,7,7,7,5,7,5, , 
194117,1,2012,CHEVROLET,,3,2,150, ,15,50, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , , ,2, ,350,3,3,5,5,4,4,4,4,2, ,3, , ,5,6,3,3,3,4,3,1, , , , , , , , ,4,1,9, ,3,0,0,1,0, ,2,5,1,5,5,5,5,5,5,7,5,7,5, , 
194119,2,2016,FIAT,,5,1,200, , ,100,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,2,2,1,1,1,4,1,1,1, , ,4,5,3,3,1,3,3,3, , , , , , , , ,3,1,1, ,2,0,1,0,0, ,2,2,1,5,1,1,1,1,5,1,2,6,5, , 
194118,2,2017,TESLA,,5,3,250, , ,200,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,250,1,1,2,2,1,1,1,2,1,1,1, , ,3,6,3,3,1,3,3,3, , , , , , , , ,4,1,10, ,0, , , , , , ,2,2,3,3,4,1,3,3,3,5,7,4, , 
194123,1,2018,TESLA,,5,6,120, , ,235,4,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,3,3,4,5,2,2,2,4,2, ,4,17,2,4,2,3,3,1,3,1,1, , ,1, ,1,1,2,2,3,2, ,5,4,0,0,1,0, ,2,5,1,2,1,3,3,1,1,1,2,7,5, , 
194126,1,2016,TESLA,,5,3,150, , ,200,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,100,1,1,5,1,1,1,5,1,1,2,3,35,3,2,6,1,1,1,1,1,1,1,1,5,1,2,1,1,1,3,1,5, ,1,0,1,1,0, ,3,3,1,3,3,5,5,5,7,5,5,7,5, , 
194125,2,2014,CHEVROLET,,3,2,350, ,5,38, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,1,1,5,1,1,1,5,1,1,1,8,1,5,6,3,3,1,3,3,3, , , , , , , , ,3,1,5, ,0, , , , , , ,3,1,4,5,5,5,5,5,6,5,7,5, , 
194128,2,2017,CHEVROLET,,3,2,250, ,10,53, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,4,4,4,4,1,1,1, , ,4,6,4,4,4,4,4,4, , , , , , , , ,1, , , , , , , , , , ,1,1,3,4,4,4,4,2,2,4,5,5,1, 
194132,1,2018,CHEVROLET,,3,2, ,250,60,49, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,4,4,5,5,4,4,4,4,1,1,1, , ,5,3,3,3,3,3,3,3, , , , , , , , ,3,1,1, ,2,0,1,0,0, ,4,3,1,3,7,4,4,7,1,7,4,5,4, , 
194134,1,2017,FORD,,3,3, ,900,30,20, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,3,3,3,5,3,3,3,4,1,1,1,35,1,5,3,4,4,4,4,4,4, , , , , , , , ,1, , , , , , , , , , ,3,3,3,2,3,3,3,1,1,4,4,1, , 
194133,3,2018,TESLA,,5,3,300, , ,300,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,2000,1,1,1,3,1,1,1,3,1,1,1, , ,2,6,1,3,1,3,1,3,3, ,4, ,1, ,4,5,1, , , , , , , , , , ,3,3,3,5,5,5,1,2,1,3,7,5, , 
194136,1,2018,TESLA,,5,3,60, , ,320,2,2, , , , , , , , , ,0,1,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,1,3,3, , , , , , , , ,4,1,4, ,5,0,1,1,0, ,2,5,3,3,4,4,4,7,2,7,4,7,5, , 
194139,1,2016,MERCEDES-BENZ,,3,2,80, ,25,20, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,7,rarely charge at home charge at work, ,1,1,1,1,1,1,1,1,1,1,3, , ,1,5,2,3,2,3,2,3,1, ,4, ,3, ,4,5,4,1,4, ,0, , , , , , ,2,1,4,1,1,1,1,1,1,1,5,1, , 
194143,1,2016,CHEVROLET,,3,2,250, ,5,25, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,1, ,0,2,2,2,5,2,2,2,5,1,1,1,16,1,5,6,3,3,3,2,3,3, , , , , , , , ,3,1,10, ,3,0,1,0,0, ,4,3,2,5,5,5,5,5,5,1,5,7,5, , 
194146,1,2015,FORD,,3,3,30, ,25,30, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1,6, , ,3,3,3,3,1,4,4,4,3, ,4, , ,2,2,4,4,4,4,4,4, , , , , , , , ,3,1,25, ,5,1,0,0,0, ,3,3,5,5,4,4,5,4,5,6,4,7,5, , 
194145,2,2015,KIA,,5,6,30, , ,70,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,2,2,3,3,2,2,2,2,3, ,3,25,2,3,2,4,4,4,4,4,4, , , , , , , , ,3,1,1, ,0, , , , , , ,2,1,4,2,2,2,1,6,6,2,7,5, , 
194148,1,2018,TESLA,,5,3,300, , ,315,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,350,1,3,5,5,1,2,4,4,1,2,3, , ,4,5,3,3,3,3,3,3, , , , , , , , ,3,2, ,6,1,0,0,1,0, ,2,3,1,3,2,3,2,1,1,1,2,7,4,1, 
194152,1,2019,CHEVROLET,,3,2,250, ,10,50, ,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,1,1,5,1,1,1,3,1,1,2,10,3,5,5,3,3,3,1,3,3, , , , , , , , ,3,1,1, ,4,0,1,0,0, ,4,3,2,3,3,3,3,3,7,2,5,7,5, , 
194155,1,2016,AUDI,,3,1,250, ,70,16, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,350,1,1,1,5,3,2,2,4,1,1,1,12,1,5,1, , , , , , , , , , , , , , ,3,1,15, ,0, , , , , , ,1,3,4,6,4,4,4,7,7,4,5,3, , 
194160,2,2018,NISSAN,,5,2,10, , ,150,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,4000,1,1,3,2,1,2,4,3,1,1,4, , ,5,1, , , , , , , , , , , , , , ,3,2, ,15,1,0,1,0,0, ,2,5,1,2,4,4,3,4,3,1,1,7,5, , 
194162,2,2017,CHEVROLET,,5,2, ,625, ,242,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1500,1,1,1,3,1,1,1,1,1,2,3, , ,4,3,3,3,3,3,3,3, , , , , , , , ,3,1,5, ,0, , , , , , ,1,1,2,1,4,4,1,1,1,1,7,1, , 
194167,1,2012,TOYOTA,,3,3, ,700,70,14, ,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , ,1, ,500,1,1,3,5,1,1,3,5,1,1,3, , ,4,5,3,3,3,2,3,2, , , ,1, ,1,2,4,3,1,1, ,2,0,0,1,0, ,3,2,1,4,3,5,4,4,3,1,5,7,4, , 
194171,1,2017,FIAT,,5,1,250, , ,80,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,1000,1,1,1,3,1,1,1,3,1,1,3,30,3,2,5,3,3,2,3,3,3, , , , , , , , ,3,1,5, ,0, , , , , , ,2,2,2,2,2,3,3,1,1,5,5,5, , 
194176,1,2018,HYUNDAI,,3,3,80, ,50,30, ,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,2,2,5,2,2,2,5,3, ,3, , ,4,3,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,4,6,6,6,6,1,1,1,7,5, , 
194177,1,2018,TESLA,,5,3, ,500, ,325,5,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1,6, , ,1,1,1,2,3,2,2,3,1,1,1,12,3,4,5,2,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,4,2,3,6,3,3,1,1,1,2,7,5, , 
194181,2,2017,CHEVROLET,,3,2, ,999,25,55, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,7,Used dryer outlet, ,1,1,1,5,4,1,4,4,1,1,1,13,1,5,4,3,3,3,3,3,3, , , , , , , , ,3,2, ,2,2,0,1,0,0, ,2,2,1,4,2,5,4,3,7,7,4,7,5, , 
194184,1,2014,TESLA,,5,3, ,760, ,280,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,300,1,1,1,4,1,1,1,3,1,1,1,11,1,4,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1,2,7,5,5,7,7,1,1,7,5, , 
