sampno,vehno,year,make,model,fuel,veh_type,fcev_mile_week,fcev_mile_month,fcev_refuel_week,fcev_refuel_month,fcev_refuel_when_1_x,fcev_refuel_when_2_x,fcev_refuel_time,fcev_refuel_wait,fcev_refuel_locations,fcev_refuel_routine,fcev_refuel_routine_4_x,fcev_refuel_distance_1_x,fcev_refuel_distance_2_x,fcev_station_convenience_1,fcev_station_convenience_2,fcev_station_convenience_3,fcev_alternative,fcev_alternative_times_year,fcev_alternative_times_month,fcev_alternative_mode_1,fcev_alternative_mode_2,fcev_alternative_mode_3,fcev_alternative_mode_4,fcev_alternative_mode_5,fcev_alternative_mode_6,fcev_alternative_mode_7,fcev_alternative_mode_8,fcev_alternative_mode_9,fcev_alternative_mode_10,fcev_alternative_mode_11,fcev_alternative_mode_12,fcev_alternative_mode_12_x,fcev_convenience,fcev_pay,fcev_fuel_cost_week,fcev_fuel_cost_month,fcev_compare_cost,fcev_cost_importance,fcev_incentives_1,fcev_incentives_2,fcev_incentives_3,fcev_incentives_4,fcev_incentives_5,fcev_incentives_6,fcev_incentives_7,fcev_incentives_8,fcev_experience,fcev_recommend,fcev_confidence,fcev_confidence_4_x
190727,2,2017,HONDA,,6,3,200, ,3, ,10, ,10,2,4,3, ,5, ,1,0,0,1,50, ,1,1,0,0,0,0,0,0,0,0,1,0, ,5,4, , ,5,1,6,5,6,1,5,1,5,5,4,4,1, 
190732,1,2018,TOYOTA,,6,1,200, ,1, , ,50,15,1,4,2, ,12, ,0,0,1,1, ,2,0,1,0,1,0,1,1,1,1,0,1,0, ,5,4, , ,3,2,4,5,5,5,4,1,3,3,4,4,1, 
190743,3,2017,TOYOTA,,6,1,200, , ,3, ,100,7,2,3,1, ,8, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,5,7,5,7,5,5,7,4,1,7,5, , 
191005,3,2017,TOYOTA,,6,1,400, ,3, , ,80,5,1,4,2, ,20, ,0,1,0,1,12, ,1,1,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,5,3,1,5,7,4,5,1,2,3,5,4, , 
190740,4,2017,TOYOTA,,6,1,450, ,2, , ,200,3,3,1, , , ,4,1,1,0,2, , , , , , , , , , , , , , , ,4,4, , ,5,2,4,4,4,4,5,4,2,5,4,4, , 
190741,1,2018,TOYOTA,,6,1, ,454, ,2, ,70,6,3,3,1, ,11, ,0,0,1,2, , , , , , , , , , , , , , , ,5,4, , ,1,3,5,5,7,5,5,1,3,5,7,5, , 
190821,1,2016,TOYOTA,,6,1,100, , ,2,25, ,4,3,3,3, , ,15,0,1,0,2, , , , , , , , , , , , , , , ,2,4, , ,1,2,7,5,7,5,5,5,3,5,6,4, , 
190775,1,2017,TOYOTA,,6,1, ,750,1, , ,40,5,2,3,2, , ,20,0,0,1,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,4,5,5,5,5,1,3,5,5,5,1, 
190761,1,2017,HONDA,,6,3,200, ,1, , ,60,4,2,2,2, , ,15,1,1,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,6,5,6,4,5,7,4,5,7,4, , 
190760,1,2017,HONDA,,6,3,150, ,1, ,50, ,4,3,2,1, ,7, ,1,0,0,1,4, ,1,1,0,1,0,0,0,0,0,0,0,0, ,2,4, , ,3,5,5,5,5,5,5,4,5,5,7,5,1, 
190772,1,2019,TOYOTA,,6,1,280, ,1, , ,20,4,1,2,2, ,30, ,0,1,0,1, ,3,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,4,7,5,7,5,5,7,7,5,5,4, , 
190789,4,2017,HONDA,,6,3, ,667,1, , ,100,6,3,3,2, ,4, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,4,3,4,4,4,5,2,4,5,4,4, , 
190800,1,2016,TOYOTA,,6,1,200, ,1, , ,60,5,3,1, , ,12, ,0,0,1,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,5,7,5,7,5,5,1,7,5,6,3, , 
190805,1,2018,HONDA,,6,3,300, ,2, , ,49,5,2,3,2, ,4, ,1,1,0,1,2, ,1,1,0,0,0,0,0,0,0,0,1,0, ,4,4, , ,1,5,5,5,5,5,5,3,5,1,7,5, , 
190817,1,2017,TOYOTA,,6,1,150, , ,2, ,50,5,4,2,2, , ,10,0,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,2,4,7,4,4,3,4,7,3,4,4,3, , 
190823,2,2017,HONDA,,6,3,300, ,1, , ,30,3,2,1, , ,6, ,0,1,0,1,4, ,1,1,0,0,0,0,0,0,0,0,1,0, ,3,4, , ,4,5,6,5,7,6,5,6,5,4,6,5, , 
190869,2,2017,TOYOTA,,6,1,200, ,1, , ,70,5,4,4,1, ,3, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,2,5,5,5,5,5,5,5,5,7,5,1, 
190820,1,2017,HONDA,,6,3, ,500,1, , ,80,7,3,2,2, ,5, ,0,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,3,6,5,4,3,4,3,3,5,4,3, , 
190830,1,2017,HONDA,,6,3,385, ,1, , ,30,5,2,3,1, ,24, ,0,1,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,5,5,5,5,5,6,4,5,5,4, , 
190832,1,2017,HONDA,,6,3,350, ,1, , ,30,6,2,2,1, ,4, ,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,5,6,5,7,4,5,2,3,3,4,3, , 
190837,1,2017,HONDA,,6,3,200, ,2, , ,70,5,2,1, , ,15, ,0,0,1,1, ,5,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,3,3,3,3,1,3,6,1,5,1,1, , 
190846,1,2017,HONDA,,6,3,80, , ,2, ,20,5,4,1, , , ,7,1,1,0,2, , , , , , , , , , , , , , , ,4,4, , ,1,3,7,4,7,3,4,7,2,3,7,5, , 
190850,4,2017,TOYOTA,,6,1,150, , ,3, ,50,5,4,1, , , ,7,1,0,0,1,5, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,5,5,5,3,5,1,4,4,3,2, , 
190852,2,2018,HONDA,,6,3,330, ,360, , ,15,15,4,3,1, ,10, ,0,1,0,2, , , , , , , , , , , , , , , ,1,4, , ,3,5,6,5,7,5,5,5,6,5,7,5,2, 
190868,1,2017,TOYOTA,,6,1, ,700, ,2, ,50,5,4,2,1, ,5, ,1,0,0,1,6, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,2,4,4,4,4,4,3,4,5,4,2, , 
190871,1,2017,TOYOTA,,6,1,250, ,2, ,80, ,5,1,1, , , ,10,0,0,1,1,12, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,2,7,4,4,7,5,7,6,4,6,4, , 
190872,1,2017,HYUNDAI,,6,6,175, , ,2, ,40,5,3,2,2, , ,30,1,1,0,1,4, ,1,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,3,7,4,7,7,4,2,7,3,6,5, , 
191029,1,2016,TOYOTA,,6,1, ,900, ,2,20, ,5,4,3,3, ,15, ,0,1,0,1,5, ,1,1,0,1,0,0,0,0,0,0,0,0, ,3,4, , ,1,5,5,5,5,5,5,1,3,5,7,4, , 
190882,1,2018,TOYOTA,,6,1,220, , ,6, ,25,5,2,3,2, ,9, ,0,0,1,1,4, ,1,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,2,6,5,7,5,5,1,3,5,5,1, , 
190881,1,2018,TOYOTA,,6,1,200, , ,3, ,40,5,3,2,2, ,7, ,0,0,1,1, ,2,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,4,5,5,7,5,5,1,3,2,5,4, , 
190894,1,2017,TOYOTA,,6,1, ,600, ,2, ,80,4,3,2,1, ,5, ,1,1,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,1,4, , ,1,4,7,4,7,4,4,7,2,2,7,5, , 
190896,1,2018,TOYOTA,,6,1,60, , ,3,50, ,5,2,1, , ,3, ,1,0,0,2, , , , , , , , , , , , , , , ,3,4, , ,4,1,7,7,7,4,4,7,7,3,7,5, , 
190906,5,2017,HONDA,,6,3,350, ,2, ,30, ,10,1,4,2, ,8, ,0,0,1,1,500, ,1,0,0,0,0,0,0,1,0,1,1,0, ,2,4, , ,5,5,5,5,5,4,5,1,7,5,7,5, , 
190919,1,2017,TOYOTA,,6,1,200, ,1, , ,75,5,2,3,2, ,3, ,1,0,0,1,3, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,3,7,5,5,2,5,2,3,5,7,4, , 
191240,1,2017,TOYOTA,,6,1,200, ,2, ,10, ,5,3,2,1, ,3, ,1,1,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,5,5,5,5,5,5,1,4,5,6,5, , 
190937,1,2017,TOYOTA,,6,1,180, ,1, , ,50,6,3,2,1, , ,12,0,0,1,1,4, ,0,0,0,0,0,0,1,0,0,0,0,0, ,5,4, , ,5,3,6,5,6,7,5,7,7,5,7,5, , 
190961,1,2017,TOYOTA,,6,1,200, , ,2,25, ,5,2,2,1, , ,10,1,0,0,1,10, ,1,0,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,1,4,5,5,5,5,5,5,3,5,6,3, , 
190948,2,2017,TOYOTA,,6,1,350, ,2, , ,50,5,4,3,1, ,10, ,1,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,1,7,3,7,3,5,7,1,5,4,3, , 
190958,2,2017,TOYOTA,,6,1,40, ,1, ,40, ,6,3,4,1, ,2, ,1,0,0,1,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,3,5,2,1,2,2,5,1,3,5,7,4,1, 
190954,1,2017,HONDA,,6,3,300, ,1, , ,30,10,3,3,1, , ,15,1,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,2,2,4,4,4,5,4,7,4,5,5,4, , 
190959,2,2016,TOYOTA,,6,1, ,650, ,2, ,60,5,2,1, , ,5, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,3,7,5,5,4,5,6,2,5,6,4, , 
190963,1,2019,HONDA,,6,3,300, ,2, , ,80,6,3,4,1, , ,2,1,0,0,1,1, ,0,0,0,0,0,0,0,0,0,1,0,0, ,4,4, , ,5,4,6,4,4,7,5,7,2,2,5,4, , 
190978,1,2017,TOYOTA,,6,1,240, ,1, , ,25,6,3,3,2, ,18, ,0,0,1,1,5, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,4,1,4,4,4,3,1,2,2,5,3, , 
190972,1,2018,TOYOTA,,6,1,25, , ,1, ,80,5,3,4,2, ,3, ,1,0,0,2, , , , , , , , , , , , , , , ,3,4, , ,4,4,4,4,3,1,4,4,3,4,6,5, , 
190973,2,2016,TOYOTA,,6,1,300, ,2, , ,35,6,4,2,2, ,2, ,1,1,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,5,5,4,5,5,2,3,5,6,5, , 
190979,2,2017,HONDA,,6,3,400, ,4, , ,50,2,3,2,1, ,45, ,0,1,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,2,7,5,7,7,5,7,4,5,7,4, , 
190982,1,2017,TOYOTA,,6,1,250, ,1, , ,40,5,3,3,2, ,9, ,0,1,0,2, , , , , , , , , , , , , , , ,5,4, , ,1,4,7,4,4,4,4,1,1,5,5,5, , 
191009,2,2017,TOYOTA,,6,1,220, ,1, , ,35,4,2,2,1, ,13, ,0,0,1,2, , , , , , , , , , , , , , , ,3,4, , ,3,3,7,4,7,7,3,7,3,3,7,5, , 
191011,2,2016,TOYOTA,,6,1,150, ,1, , ,100,5,3,2,1, ,10, ,0,0,1,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,4,7,3,7,3,4,1,3,1,5,4,1, 
191021,1,2017,TOYOTA,,6,1, ,450, ,2, ,100,5,3,3,1, ,4, ,1,1,0,1,0, ,0,1,0,1,0,0,1,0,0,1,0,0, ,3,4, , ,5,5,4,4,4,4,4,4,3,3,3,3,2, 
191032,2,2018,HONDA,,6,3,60, ,1, , ,50,10,1,3,1, , ,10,0,1,0,2, , , , , , , , , , , , , , , ,4,4, , ,1,4,6,5,6,4,2,7,7,3,7,5, , 
191040,1,2018,TOYOTA,,6,1,1, , ,3, ,50,6,3,2,1, ,4, ,1,0,0,1, ,5,1,0,0,0,0,0,0,1,0,0,0,0, ,5,4, , ,3,5,5,5,5,5,5,5,5,5,4,3, , 
191157,1,2017,HONDA,,6,3,60, , ,3, ,100,5,3,3,3, , ,30,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,7,4,7,4,5,1,4,3,7,5, , 
191047,2,2017,TOYOTA,,6,1,200, ,2, , ,120,10,2,3,2, ,4, ,1,0,0,1,10, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,2,6,5,5,6,5,7,3,5,4,3,1, 
191073,1,2017,HONDA,,6,3,200, ,1, , ,100,3,3,2,1, , ,20,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,4,6,5,7,4,5,6,3,4,4,4, , 
191174,1,2017,HONDA,,6,3, ,750,1, , ,100,6,3,2,1, ,9, ,0,0,1,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,3,6,5,5,4,5,7,4,5,7,4, , 
191130,1,2017,TOYOTA,,6,1,200, ,1, , ,40,5,2,2,2, ,4, ,1,1,0,2, , , , , , , , , , , , , , , ,1,4, , ,1,4,2,5,4,2,5,1,1,2,7,5, , 
191063,1,2017,TOYOTA,,6,1,230, ,1, , ,50,7,2,2,1, , ,20,0,0,1,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,5,5,5,5,5,5,5,5,3,4,3, , 
191077,2,2017,TOYOTA,,6,1, ,850,2, , ,30,7,2,4,2, ,5, ,0,0,1,1,4, ,0,0,0,0,0,0,0,0,0,0,0,1,Loaner from Toyota,5,4, , ,5,5,5,5,5,3,5,2,5,5,3,1,2, 
191070,1,2017,HONDA,,6,3,375, , ,4, ,30,10,2,3,1, , ,5,1,0,0,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,2,4,4,4,4,5,1,3,4,7,5,1, 
191082,3,2017,TOYOTA,,6,1, ,800,1, , ,50,20,2,1, , , ,15,0,0,1,1,5, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,3,3,3,3,3,3,2,3,3,4,4,1, 
191123,2,2017,HONDA,,6,3,300, ,1, , ,25,3,3,2,1, ,5, ,1,1,0,1,10, ,1,1,0,1,0,0,0,1,0,0,0,0, ,5,4, , ,5,5,6,5,6,5,5,1,2,4,7,5,1, 
191103,2,2016,TOYOTA,,6,1, ,500, ,2, ,75,10,4,3,1, , ,12,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,3,7,4,3,3,4,7,3,3,4,2, , 
191108,1,2017,TOYOTA,,6,1,231, ,1, ,30, ,5,4,4,1, ,3, ,1,0,0,1,3, ,1,1,0,0,0,0,0,0,0,0,1,0, ,3,4, , ,4,4,7,5,7,4,5,4,2,4,5,4, , 
191119,1,2016,TOYOTA,,6,1,250, ,2, ,30, ,10,3,2,1, ,2, ,1,1,0,1,10, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,5,5,1,5,5,1,2,5,7,5,1, 
191137,1,2016,TOYOTA,,6,1, ,999,1, ,30, ,4,3,4,2, ,22, ,0,0,1,1, ,0,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,2,2,2,2,2,1,1,1,1,7,5, , 
191115,2,2018,TOYOTA,,6,1, ,100,5, ,50, ,4,3,2,2, ,7, ,0,0,1,1,3, ,1,0,0,0,0,0,0,0,0,0,0,1,trade out at Toyota dealership,5,4, , ,5,3,5,5,5,5,5,7,5,5,7,5, , 
191131,2,2017,HONDA,,6,3, ,500, ,3,25, ,5,3,2,2, ,10, ,0,1,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,1,5,5,5,5,5,5,1,1,3,7,5,2, 
191142,1,2016,TOYOTA,,6,1,160, ,1, , ,80,7,2,3,2, ,5, ,0,0,1,1,3, ,1,0,0,0,0,0,0,0,0,0,1,0, ,3,4, , ,4,3,6,5,5,1,5,2,2,4,7,4, , 
191140,2,2016,TOYOTA,,6,1,250, ,1, , ,30,6,4,2,1, ,5, ,1,0,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,1,5,7,5,7,3,5,7,3,4,6,5, , 
191160,1,2017,TOYOTA,,6,1, ,650, ,2, , ,6,2,2,2, ,9, ,0,0,1,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,3,7,4,2,3,3,1,3,3,4,3,1, 
191167,1,2017,TOYOTA,,6,1,250, ,1, , ,80,6,2,3,3, ,5, ,1,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,3,4,5,1,4,5,1,2,4,5,4, , 
191172,1,2017,HONDA,,6,3,500, ,3, ,50, ,10,2,4,2, ,12, ,0,1,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,5,1,7,4,4,7,4,7,7,4,5,5, , 
191177,3,2017,TOYOTA,,6,1,250, ,1, , ,40,5,3,4,2, ,2, ,1,1,0,1,2, ,1,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,4,4,4,7,3,4,1,2,5,7,5, , 
191281,1,2017,TOYOTA,,6,1,300, ,3, ,100, ,5,3,3,2, ,15, ,0,0,1,1,6, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,1,7,5,7,3,5,7,2,5,3,1, , 
191186,1,2018,TOYOTA,,6,1, ,900,1, , ,50,5,3,2,1, , ,15,0,0,1,2, , , , , , , , , , , , , , , ,3,4, , ,5,5,5,5,5,5,5,6,5,5,5,4,1, 
191196,3,2017,TOYOTA,,6,1,365, , ,7, ,70,5,3,3,2, ,30, ,0,1,0,1, ,5,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,4,5,5,5,4,5,4,4,5,6,4,1, 
191231,1,2018,TOYOTA,,6,1, ,550,1, ,25, ,5,3,3,1, ,5, ,0,0,1,2, , , , , , , , , , , , , , , ,3,4, , ,4,5,3,5,3,3,5,4,4,3,7,5, , 
191194,2,2018,TOYOTA,,6,1,120, , ,2, , ,5,2,3,1, ,2, ,1,0,0,2, , , , , , , , , , , , , , , ,4,2,15, ,1,4,5,5,4,5,5,4,5,5,5,5, , 
191195,1,2017,TOYOTA,,6,1,250, ,2, ,20, ,5,2,3,1, ,4, ,1,0,0,1,5, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,1,4,4,4,4,4,1,5,5,4,4, , 
191192,2,2017,TOYOTA,,6,1, ,250, ,2,25, ,6,4,1, , ,5, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,5,5,5,5,4,5,1,1,3,4,2,1, 
191252,1,2017,TOYOTA,,6,1, ,600,1, , ,40,10,4,2,1, ,15, ,0,1,0,2, , , , , , , , , , , , , , , ,3,4, , ,4,4,4,5,5,4,5,4,4,4,5,4, , 
191214,3,2017,HONDA,,6,3,380, , ,6, ,60,5,3,2,1, , ,15,1,0,0,1,4, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,1,1,5,1,4,5,1,4,2,7,4, , 
191225,1,2017,TOYOTA,,6,1, ,700, ,3,25, ,5,3,4,1, ,6, ,0,0,1,1,3, ,1,1,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,4,4,4,4,4,2,5,2,2,3,6,5, , 
191232,1,2018,TOYOTA,,6,1,400, ,2, , ,60,6,3,3,3, , ,20,0,0,1,2, , , , , , , , , , , , , , , ,5,4, , ,3,4,7,5,7,5,5,7,5,5,6,5, , 
191216,2,2016,TOYOTA,,6,1,250, ,1, ,5, ,10,2,2,1, ,3, ,1,1,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,4,6,5,2,4,5,2,4,4,6,4, , 
191233,1,2018,TOYOTA,,6,1,120, ,1, , ,100,10,3,2,2, ,5, ,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,2,5,5,6,5,5,1,1,4,7,5, , 
191236,2,2017,TOYOTA,,6,1,250, ,1, , ,50,5,4,3,1, ,7, ,0,1,0,1,20, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,3,7,7,7,4,3,7,2,2,7,5,1, 
191237,1,2016,TOYOTA,,6,1, ,500, ,2, ,60,5,4,1, , , ,10,1,0,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,1,4, , ,5,3,7,5,7,5,5,1,2,1,7,5, , 
191409,2,2016,TOYOTA,,6,1,200, ,1, , ,50,5,2,2,1, ,8, ,1,0,0,2, , , , , , , , , , , , , , , ,4,4, , ,5,1,5,5,5,2,5,1,1,1,5,4,1, 
191246,1,2018,TOYOTA,,6,1,350, ,2, , ,40,4,2,2,1, ,3, ,1,0,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,5,7,5,4,5,4,1,1,2,7,5,2, 
191260,1,2017,HONDA,,6,3,200, ,1, , ,175,6,3,1, , ,12, ,0,0,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,1,7,3,3,2,4,7,2,3,6,5, , 
191259,1,2017,HONDA,,6,3, ,999,2, , ,100,4,3,4,1, ,15, ,0,0,1,1,2, ,0,1,0,0,1,0,0,0,0,1,0,0, ,3,4, , ,5,1,7,4,7,7,5,7,1,1,3,2, , 
191245,1,2017,TOYOTA,,6,1,225, , ,5,25, ,8,2,2,2, ,5, ,0,0,1,1,3, ,0,0,0,1,0,0,0,0,0,0,0,0, ,5,4, , ,1,4,7,5,7,4,5,1,2,3,5,4, , 
191243,1,2018,HONDA,,6,3,250, ,1, , ,50,5,3,4,2, ,3, ,1,0,0,1,12, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,2,3,2,3,5,1,1,4,4,3, , 
191242,2,2019,TOYOTA,,6,1,350, ,3, ,30, ,5,3,2,2, ,10, ,0,1,0,1,2, ,1,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,5,5,5,5,5,5,3,3,4,6,4,1, 
191239,1,2017,TOYOTA,,6,1,300, ,2, , ,80,5,2,3,2, ,5, ,1,1,0,1,30, ,0,1,0,0,0,0,1,0,0,0,0,0, ,5,4, , ,5,5,6,5,1,4,5,6,4,5,7,5, , 
191249,3,2017,HONDA,,6,3,65, ,2, ,25, ,5,3,3,1, ,10, ,1,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,2,4,4,4,4,4,2,2,5,5,3, , 
191255,1,2016,TOYOTA,,6,1, ,915,1, , ,60,6,4,4,2, ,4, ,0,0,1,1,3, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,4,5,5,5,3,5,2,4,5,5,2,1, 
191263,3,2018,TOYOTA,,6,1,250, ,5, ,30, ,5,2,3,2, , ,25,0,1,0,2, , , , , , , , , , , , , , , ,5,4, , ,1,4,7,4,7,7,5,7,6,5,4,3, , 
191272,1,2017,HONDA,,6,3, ,600, ,4, ,20,10,3,2,1, ,14, ,0,0,1,1,5, ,1,1,0,0,0,0,0,0,0,0,1,0, ,5,4, , ,5,4,1,5,1,5,5,1,1,5,7,2, , 
191279,2,2017,TOYOTA,,6,1,225, ,2, , ,50,6,3,4,2, ,20, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,5,1,5,1,5,5,3,4,1,4,2,1, 
191280,1,2016,TOYOTA,,6,1,300, ,1, , ,10,5,2,2,2, ,4, ,1,1,0,1,1, ,1,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,3,1,7,3,7,2,3,2,1,5,4,3, , 
191285,1,2017,TOYOTA,,6,1, ,600,1, , ,80,3,2,2,1, ,3, ,1,0,0,2, , , , , , , , , , , , , , , ,3,3,30, ,3,3,2,2,3,3,3,2,2,3,4,4, , 
191291,2,2017,TOYOTA,,6,1,250, ,2, , ,100,5,3,3,2, ,6, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,4,7,4,7,3,5,4,1,4,5,4,2, 
191295,1,2016,TOYOTA,,6,1, ,400, ,1,100, ,5,4,1, , , ,4,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,2,4,4,4,4,4,4,2,1,4,7,5,1, 
191304,3,2017,HONDA,,6,3,250, ,1, , ,40,6,2,2,2, ,5, ,0,0,1,1,3, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,5,7,5,7,5,5,7,7,7,4,3, , 
191298,2,2016,TOYOTA,,6,1,275, ,2, ,30, ,5,3,4,1, ,5, ,1,0,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,4,5,5,5,5,5,5,3,5,4,4,2, 
191314,1,2017,TOYOTA,,6,1,400, ,2, , ,75,4,1,3,2, ,5, ,1,0,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,7,4,7,3,5,1,2,5,4,3, , 
191307,1,2019,TOYOTA,,6,1,250, ,5, ,20, ,30,3,1, , ,25, ,0,0,1,2, , , , , , , , , , , , , , , ,1,4, , ,5,3,5,5,5,4,5,3,3,4,4,4,1, 
191428,1,2017,HONDA,,6,3,300, ,1, , ,60,5,4,3,2, ,10, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,4,3,4,4,3,5,3,3,3,4,4,1, 
191397,1,2017,HONDA,,6,3,150, , ,3, ,50,8,2,1, , ,4, ,0,0,1,1, ,4,1,0,0,0,0,0,1,0,0,0,1,0, ,5,4, , ,4,5,5,5,5,5,5,3,5,5,6,4, , 
191330,2,2017,TOYOTA,,6,1, ,300,1, , ,40,5,3,4,2, ,5, ,1,1,0,1,10, ,1,0,0,0,0,0,0,0,0,1,0,0, ,2,4, , ,4,5,4,4,4,5,5,6,6,5,6,4, , 
191342,1,2018,TOYOTA,,6,1, ,540,1, , ,50,10,3,3,1, ,7, ,0,0,1,1,6, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,5,5,5,5,4,5,1,1,5,5,5, , 
191351,3,2017,TOYOTA,,6,1,250, ,1, ,50, ,6,3,1, , ,3, ,1,0,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,2,4,1,5,1,4,5,1,4,4,7,5, , 
191346,3,2017,HONDA,,6,3,400, ,1, , ,30,4,2,4,1, ,4, ,1,1,0,2, , , , , , , , , , , , , , , ,4,4, , ,3,1,1,1,1,1,1,1,1,4,6,1,1, 
191350,1,2017,TOYOTA,,6,1,250, , ,5, ,40,5,2,3,1, ,6, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,1,6,4,6,4,5,7,3,5,4,4, , 
